,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,price_m,delivery_m,effectiveness_m,ease of use_m,sentiment
996,Garden,90406,Smart Seed Ohio State Mixture 7lb bag,http://www.homedepot.com/p/314933286,Homedepot,Pennington Grass,314933302,314933286,Yes,2022-04-13T00:00:00,2022,4,15,I havent planted them yet. Check back in a month...,I havent planted them yet. Check back in a month or so. lol,organic reviews,32.47,3,0,0,0,No,i havent planted them yet. check back in a month or so. lol,4/13/2022,13,0.250349760055542,0.0435269959270954,0.3730666041374206,0.1045540422201156,Neutral
1000,Garden,66278,Pennington Classic Wild Bird Feed 20lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-20-lb-Bag/17256227?selected=true,Walmart,Pennington Bird,17256227,16794608,Yes,2021-06-03T00:00:00,2021,6,22,,Not sure why there are slivers of wood products in the seeds.,organic reviews,10.97,2,0,0,0,No,not sure why there are slivers of wood products in the seeds.,6/3/2021,12,0.0108832390978932,0.0687284618616104,0.0177052393555641,0.0003249002038501,Neutral
1008,Garden,68450,"Pennington Black Plastic Hopper Cardinal Wild Bird Feeder, 6 lb. Capacity",https://www.walmart.com//ip/Pennington-Black-Plastic-Hopper-Cardinal-Wild-Bird-Feeder-6-lb-Capacity/449023846?selected=true,Walmart,Pennington Bird,449023846,449023846,No,2021-09-25T00:00:00,2021,9,38,missing part,This is a great bird feeder except it is missing the cable.,organic reviews,12.7,4,0,0,0,No,this is a great bird feeder except it is missing the cable.,9/25/2021,12,0.0515396408736705,0.003591931425035,0.2726770937442779,0.0008622859604656,Positive
1017,Garden,68907,Sevin Insect Killer,https://www.homedepot.com/p/Sevin-32-oz-Insect-Killer-Ready-To-Use-100047720/100598614,Homedepot,GardenTech,100598614,303593722,Yes,2021-06-09T00:00:00,2021,6,23,Still have knats but my plants still live lol...,Still have knats but my plants still live lol,organic reviews,7.49,4,0,0,0,No,still have knats but my plants still live lol,6/9/2021,9,0.0047566127032041,0.0056535825133323,0.132476732134819,0.000629115907941,Positive
1018,Garden,150586,Pennington Ultra Nut & Fruit Blend Bird Seed 14lb,https://www.walmart.com//ip/Pennington-Ultra-Fruit-Nut-Blend-Wild-Bird-Seed-and-Feed-14-lb-bag/16828753?selected=true,Walmart,Pennington Bird,16828753,44496053,Yes,2022-06-05T00:00:00,2022,6,22,TWIGS within the blend! :(,Lately I am finding small TWIGS within the blend... not one or two...MANY! Seems they may be hoping we dont notice! Shame on you Pennington. I have been a longtime customer and disappointed with last 3 bags. Time to move on.,organic reviews,22.97,3,0,0,0,No,lately i am finding small twigs within the blend... not one or two...many! seems they may be hoping we dont notice! shame on you pennington. i have been a longtime customer and disappointed with last 3 bags. time to move on.,6/5/2022,41,0.0961660519242286,0.2794249057769775,0.4461880624294281,0.0209019128233194,Negative
1019,Garden,132556,Pennington Ultimate Nut and Fruit Bird Seed Blend,http://www.homedepot.com/p/312026396,Homedepot,Pennington Bird,312026396,312026396,Yes,2022-05-26T00:00:00,2022,5,21,I have many small birds.  They didt like it....,I have many small birds.  They didt like it.,organic reviews,15.98,3,0,0,0,No,i have many small birds.  they didt like it.,5/26/2022,10,0.219219222664833,0.4134089052677154,0.4572485387325287,0.100314974784851,Negative
1023,Garden,90328,Smart Seed Dense Shade Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933301,314933301,Yes,2022-04-13T00:00:00,2022,4,15,I havent planted them yet. Check back in a month...,I havent planted them yet. Check back in a month or so. lol,organic reviews,10.92,3,0,0,0,No,i havent planted them yet. check back in a month or so. lol,4/13/2022,13,0.250349760055542,0.0435269959270954,0.3730666041374206,0.1045540422201156,Neutral
1024,Garden,111287,Smart Seed Northeast Mixture 7lb bag,http://www.homedepot.com/p/314933296,Homedepot,Pennington Grass,314933293,314933296,Yes,2022-05-04T00:00:00,2022,5,18,Very difficult to find someone to assist you in making...,Very difficult to find someone to assist you in making an informed decision to make a purchase,organic reviews,26.13,2,0,0,0,No,very difficult to find someone to assist you in making an informed decision to make a purchase,5/4/2022,17,0.4917770624160766,0.0251815635710954,0.2633405923843384,0.0037972808349877,Negative
1029,Garden,10446,MOSS OUT! For Lawns 20 lb Granules ,http://www.homedepot.com/p/t/100598516,Homedepot,Moss Out,100598516,100598516,No,2021-09-22T00:00:00,2021,9,38,Did not work,"Applied over a week now, did not see the effect as it was told.",organic reviews,18.97,1,0,0,0,No,"applied over a week now, did not see the effect as it was told.",9/22/2021,14,0.3543040752410888,0.4915947318077087,0.3583643138408661,0.062168400734663,Negative
1031,Garden,133668,Smart Seed Sun & Shade Mixture 3lb bag,http://www.homedepot.com/p/314933321,Homedepot,Pennington Grass,314933321,314933321,Yes,2022-05-25T00:00:00,2022,5,21,"germination was not as good as hoped, but I may...","germination was not as good as hoped, but I may be partly responsible for that because I plated early in the season.",organic reviews,12.94,2,0,0,0,No,"germination was not as good as hoped, but i may be partly responsible for that because i plated early in the season.",5/25/2022,22,0.3038694560527801,0.0022116741165518,0.1236198917031288,0.003230792004615,Negative
1034,Garden,78152,Centipede Seed With Mulch 5lb bag,http://www.homedepot.com/p/100598598,Homedepot,Pennington Grass,100598598,100598598,Yes,2022-03-22T00:00:00,2022,3,12,Not a lot of seed mostly mulch did not grow....,Not a lot of seed mostly mulch did not grow.,organic reviews,39.97,1,0,0,0,No,not a lot of seed mostly mulch did not grow.,3/22/2022,10,0.2285831570625305,0.0701217651367187,0.2839465737342834,0.0267931185662746,Negative
1039,Garden,102048,Pennington Kentucky Tall Fescue Grass Seed,https://www.walmart.com//ip/Pennington-Kentucky-31-Tall-Fescue-Grass-Seed-5-lbs/39912231?selected=true,Walmart,Pennington Grass,39912231,831091964,Yes,2022-04-23T00:00:00,2022,4,16,Defeated by Pennington,"I overseeded using the 40# bag. Now everywhere I planted it, this horrible, shaggy, fast growing, wide bladed monster grows. It looks terrible. I had a lawn expert look at it, and he recommended killing the lawn with glysophate herbicide and starting over. The good news is that the muddy areas in my lawn have been replace by something green. (Planted spring 2021)",syndicated reviews,14.57,1,0,0,0,No,"i overseeded using the 40# bag. now everywhere i planted it, this horrible, shaggy, fast growing, wide bladed monster grows. it looks terrible. i had a lawn expert look at it, and he recommended killing the lawn with glysophate herbicide and starting over. the good news is that the muddy areas in my lawn have been replace by something green. (planted spring 2021)",4/23/2022,63,0.3317022919654846,0.1022609919309616,0.5285518169403076,0.0089596724137663,Negative
1040,Garden,90243,Pennington Premium Black Oil Sunflower Bird Seed Bucket,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026401,312026381,Yes,2022-04-13T00:00:00,2022,4,15,Needs some kind of easy resealing mechanism. Best the seeds...,Needs some kind of easy resealing mechanism. Best the seeds are not open meal for mice et al!,organic reviews,20.98,4,0,0,0,No,needs some kind of easy resealing mechanism. best the seeds are not open meal for mice et al!,4/13/2022,18,0.1063906699419021,0.1677026003599167,0.3214296698570251,0.2348908931016922,Negative
1042,Garden,132347,"AMDRO Quick Kill Carpenter Bee, Ant & Termite Killer Concentrate 32oz",http://www.homedepot.com/p/305448729,Homedepot,Amdro,305448729,305448729,Yes,2022-05-25T00:00:00,2022,5,21,Carpenter bees were making holes in my garage area. My...,Carpenter bees were making holes in my garage area. My husband sprayed the area and for several days we saw no bees now we see an occasional one. He will be respraying this weekend.,organic reviews,13.82,4,0,0,0,No,carpenter bees were making holes in my garage area. my husband sprayed the area and for several days we saw no bees now we see an occasional one. he will be respraying this weekend.,5/25/2022,34,0.3555282652378082,0.0494206026196479,0.6276775598526001,0.1795568019151687,Neutral
1043,Garden,142491,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026400,312026381,Yes,2022-06-30T00:00:00,2022,6,26,When I opened the package the seed was clumped together....,When I opened the package the seed was clumped together.  It was full of mold and not suitable for the bird feeder.,organic reviews,17.48,1,0,0,0,No,when i opened the package the seed was clumped together.  it was full of mold and not suitable for the bird feeder.,6/30/2022,23,0.239212617278099,0.5122525691986084,0.1607603281736374,0.0002563510206528,Negative
1048,Garden,110021,Pennington ElectroNectar,https://www.amazon.com/dp/B08MT7FQ3G,Amazon,Pennington Bird,B08MT7FQ3G,B08MT7FQ3G,No,2022-04-30T00:00:00,2022,4,17,All 3 bottles were cloudy,All 3 bottles were cloudy seemed like they were old,organic reviews,10.4,1,0,0,0,No,all 3 bottles were cloudy seemed like they were old,4/30/2022,10,0.1848014593124389,0.1981793195009231,0.1074099987745285,0.0026553007774055,Negative
1055,Garden,141352,Alaska 5-1-1 Fish Fertilizer 5 Gal Bucket (concentrate),http://www.homedepot.com/p/202949934,Homedepot,Pennington Fertilizer,202949934,202949934,Yes,2022-06-27T00:00:00,2022,6,26,"Works, but attracts flies after using","This is a good product, and since it is organic and made by fish I trust it for vegetables. It smells a little bit bad, but I dont mind that for a short time. But because of the smell it attracts a lot of flies for a couple of days after using it. So maybe not ideal for use on a deck near where you have chairs, but out in the garden you might not notice.",organic reviews,99.97,4,0,0,0,No,"this is a good product, and since it is organic and made by fish i trust it for vegetables. it smells a little bit bad, but i dont mind that for a short time. but because of the smell it attracts a lot of flies for a couple of days after using it. so maybe not ideal for use on a deck near where you have chairs, but out in the garden you might not notice.",6/27/2022,76,0.2277115434408188,0.042282897979021,0.6677330136299133,0.1080183684825897,Positive
1061,Garden,142435,Pennington Premium Black Oil Sunflower Bird Seed Bucket,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026401,312026381,Yes,2022-06-09T00:00:00,2022,6,23,"There is know waste from this product, and have at...","There is know waste from this product, and have at least 100 or more birds at the feeders",organic reviews,20.98,5,0,0,0,No,"there is know waste from this product, and have at least 100 or more birds at the feeders",6/9/2022,18,0.0184049159288406,0.0878174602985382,0.1316134333610534,0.0611839219927787,Negative
1063,Garden,131131,"Pennington Smart Patch Sun & Shade Mix, 30 lb",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713419,317713416,Yes,2022-05-14T00:00:00,2022,5,19,So many flies,"I followed the directions exactly, and its been a week. Not seeing any growth, but there are about a million flies that are very attracted to this. Super gross. Im glad I didnt buy a large bag to do the whole lawn. Ill look for another product.",organic reviews,28.98,1,0,0,1,No,"i followed the directions exactly, and its been a week. not seeing any growth, but there are about a million flies that are very attracted to this. super gross. im glad i didnt buy a large bag to do the whole lawn. ill look for another product.",5/14/2022,47,0.3035394251346588,0.1246485710144043,0.6249423623085022,0.1602519154548645,Negative
1065,Garden,142696,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026390,312026384,Yes,2022-06-23T00:00:00,2022,6,25,Bucket is way too hard to openI used to be...,"Bucket is way too hard to openI used to be able to poor the seed directly from the bag into the feeder, cant with the bucket I go through 10 of these a year.  What am I going to do with all those buckets?",organic reviews,10.48,1,0,0,0,No,"bucket is way too hard to openi used to be able to poor the seed directly from the bag into the feeder, cant with the bucket i go through 10 of these a year.  what am i going to do with all those buckets?",6/23/2022,45,0.2358341515064239,0.3728226721286773,0.3927166759967804,0.017154473811388,Negative
1081,Garden,76040,Pennington 10 lbs. Premium Wild Finch Bird Food,http://www.homedepot.com/p/312026387,Homedepot,Pennington Bird,312026387,312026387,No,2022-03-08T00:00:00,2022,3,10,Attracts Starlings which completely destroy the area and scare the...,Attracts Starlings which completely destroy the area and scare the smaller birds away. Do not buy unless you want to overrun with bad actors.,organic reviews,13.48,1,0,0,0,No,attracts starlings which completely destroy the area and scare the smaller birds away. do not buy unless you want to overrun with bad actors.,3/8/2022,24,0.19682078063488,0.1707836091518402,0.5753931403160095,0.0005090415361337,Negative
1090,Garden,143150,Smart Seed Pacific Northwest Mixture 7lb bag,https://www.homedepot.com/p/Pennington-Smart-Seed-3-lbs-Pacific-Northwest-Grass-Seed-and-Fertilizer-100543712/314933289,Homedepot,Pennington Grass,314933288,314933289,Yes,2022-06-09T00:00:00,2022,6,23,If you follow the directions you will have grass...,If you follow the directions you will have grass,organic reviews,33.47,5,0,0,0,No,if you follow the directions you will have grass,6/9/2022,9,0.0024094393011182,0.315740704536438,0.5394124388694763,0.5084977149963379,Neutral
1098,Garden,66231,Pennington Classic Wild Bird Feed 20lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-20-lb-Bag/17256227?selected=true,Walmart,Pennington Bird,17256227,16794608,Yes,2021-07-20T00:00:00,2021,7,29,Bag was Ripped open lost a lot of the seed,Bag was ripped open lost a lot of seed,organic reviews,10.97,1,0,0,0,No,bag was ripped open lost a lot of seed,7/20/2021,9,0.0493554957211017,0.3333728611469269,0.1141518801450729,0.0005424365517683,Negative
1112,Garden,66211,Pennington Classic Wild Bird Feed 20lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-20-lb-Bag/17256227?selected=true,Walmart,Pennington Bird,17256227,16794608,Yes,2021-08-26T00:00:00,2021,8,34,Great wild bird food !!!!!,"The field doves and sparrows and whatever wild birds can,t get enough !!!",organic reviews,10.97,5,0,0,0,No,"the field doves and sparrows and whatever wild birds can,t get enough !!!",8/26/2021,13,0.0038295821286737,0.0698351562023162,0.5248627662658691,0.0236525032669305,Neutral
