,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,other_m,align_type
136,Garden,131563,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-18T00:00:00,2022,5,20,bird food,"I put this out and around , slugs use it to get a better reach up . The Blue Jays gather it up every time I put it out , I have no idea why . I much prefer the old mix .",syndicated reviews,7.97,2,0,0,0,No,"i put this out and around , slugs use it to get a better reach up . the blue jays gather it up every time i put it out , i have no idea why . i much prefer the old mix .",2022-05-18,43,neutral,,,effective,,0.8572850227355957,,"('', '', 'effective', '', '')"
137,Garden,141498,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-15T00:00:00,2022,6,24,I have used this product for years and it is...,I have used this product for years and it is very effective in controlling slugs.,organic reviews,13.97,5,0,0,0,No,i have used this product for years and it is very effective in controlling slugs.,2022-06-15,15,positive,,efficient,effective,,0.9974159598350525,,"('', 'efficient', 'effective', '', '')"
138,Garden,79104,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-04-01T00:00:00,2022,4,13,Trying to used for gopher not working...,Trying to used for gopher not working,organic reviews,13.97,1,0,0,0,No,trying to used for gopher not working,2022-04-01,7,neutral,,,,,0.1831604391336441,other,"('', '', '', '', 'other')"
139,Garden,100239,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-20T00:00:00,2022,4,16,Work Great,I have been at war with snails for four years and now i am winning the war.Corrys works very well.,organic reviews,7.97,5,0,0,0,No,i have been at war with snails for four years and now i am winning the war.corrys works very well.,2022-04-20,20,positive,,efficient,effective,,0.9960457682609558,,"('', 'efficient', 'effective', '', '')"
140,Garden,73018,"Corry's Slug & Snail Killer, 3.5 lb",https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-02-04T00:00:00,2022,2,5,Kills Snails Fast,I use to kill snails and it works fast. A little pricy though,organic reviews,11.96,5,0,0,1,No,i use to kill snails and it works fast. a little pricy though,2022-02-04,13,neutral,cost,efficient,effective,,0.997115433216095,,"('cost', 'efficient', 'effective', '', '')"
141,Garden,131582,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-26T00:00:00,2022,5,21,I can use for 1 time it all gone. Really...,I can use for 1 time it all gone. Really it is very good.,organic reviews,13.97,5,0,0,0,No,i can use for 1 time it all gone. really it is very good.,2022-05-26,14,positive,,efficient,effective,ease of use,0.9965962767601013,,"('', 'efficient', 'effective', 'ease of use', '')"
142,Garden,110607,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-04T00:00:00,2022,5,18,Product was out stock...,Product was out stock,organic reviews,7.97,1,0,0,0,No,product was out stock,2022-05-04,4,negative,,,,,0.4351465702056885,other,"('', '', '', '', 'other')"
143,Garden,68074,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-09-28T00:00:00,2021,9,39,Great product,"This product kills the moss that bead up, even heavy beads, on the shingles.  Kills  it quickly then come back even weeks or months later with a leaf blower or a wide push broom.  I just removed tens of lbs of moss beading that I lazily didnt remove last year after applying this product last fall.  The only difference was this year I wasnt on.my knees, sitting on a cold roof scrapping off moss beading with a paint scrapped or my fingers.  This time?? A leaf blower removed most of the dead moss material.  However,  I used 2 Cans today, and I need to get back up there and apply another can along the ridge after using a leaf blower, or a broom.  With shingle roofs?? The most gentle application an removal is best as to not remove asphalt shingle material.",organic reviews,12.88,5,0,0,0,No,"this product kills the moss that bead up, even heavy beads, on the shingles.  kills  it quickly then come back even weeks or months later with a leaf blower or a wide push broom.  i just removed tens of lbs of moss beading that i lazily didnt remove last year after applying this product last fall.  the only difference was this year i wasnt on.my knees, sitting on a cold roof scrapping off moss beading with a paint scrapped or my fingers.  this time?? a leaf blower removed most of the dead moss material.  however,  i used 2 cans today, and i need to get back up there and apply another can along the ridge after using a leaf blower, or a broom.  with shingle roofs?? the most gentle application an removal is best as to not remove asphalt shingle material.",2021-09-28,149,negative,cost,,effective,,0.9822647571563721,,"('cost', '', 'effective', '', '')"
144,Garden,14513,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-09T00:00:00,2021,6,23,The product worked wonders on getting rid of grubs and...,The product worked wonders on getting rid of grubs and snails,organic reviews,7.64,5,0,0,0,No,the product worked wonders on getting rid of grubs and snails,2021-06-09,11,positive,,efficient,effective,,0.9989140033721924,,"('', 'efficient', 'effective', '', '')"
145,Garden,80026,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-04-04T00:00:00,2022,4,14,slug bait,some other slug baits got moldy after it rained and this product keeps my hostas looking great used this for several years,organic reviews,12.88,5,0,0,0,No,some other slug baits got moldy after it rained and this product keeps my hostas looking great used this for several years,2022-04-04,22,positive,,efficient,effective,,0.9978877902030945,,"('', 'efficient', 'effective', '', '')"
146,Garden,77087,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-03-16T00:00:00,2022,3,11,"They eat curl up in their shell and die, die,...","They eat curl up in their shell and die, die, deadIts that simple.",organic reviews,7.97,4,0,0,0,No,"they eat curl up in their shell and die, die, deadits that simple.",2022-03-16,13,negative,,efficient,effective,ease of use,0.9953610301017761,,"('', 'efficient', 'effective', 'ease of use', '')"
147,Garden,141513,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-22T00:00:00,2022,6,25,Seems to have worked to get rid of my slugs...,Seems to have worked to get rid of my slugs,organic reviews,23.97,5,0,0,0,No,seems to have worked to get rid of my slugs,2022-06-22,10,neutral,,efficient,effective,,0.9987462162971497,,"('', 'efficient', 'effective', '', '')"
148,Garden,77090,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-03-16T00:00:00,2022,3,11,Get rid of garden slugs,I use Corrys every spring and summer. Keeps slugs away.,organic reviews,13.97,5,0,0,0,No,i use corrys every spring and summer. keeps slugs away.,2022-03-16,10,neutral,,efficient,effective,,0.9957491159439087,,"('', 'efficient', 'effective', '', '')"
149,Garden,140088,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2022-06-19T00:00:00,2022,6,24,Really works,Humanly dehydrates the snail.,organic reviews,8.99,5,0,0,0,No,humanly dehydrates the snail.,2022-06-19,4,negative,cost,efficient,effective,ease of use,0.9868624210357666,,"('cost', 'efficient', 'effective', 'ease of use', '')"
150,Garden,130061,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2022-05-12T00:00:00,2022,5,19,It works! This product works amazingly well!,Kills slugs in a day or less,organic reviews,11.98,5,0,0,0,No,kills slugs in a day or less,2022-05-12,7,negative,,efficient,effective,ease of use,0.9965214133262634,,"('', 'efficient', 'effective', 'ease of use', '')"
151,Garden,131605,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-05-18T00:00:00,2022,5,20,bird food,"I put this out and around , slugs use it to get a better reach up . The Blue Jays gather it up every time I put it out , I have no idea why . I much prefer the old mix .",syndicated reviews,23.97,2,0,0,0,No,"i put this out and around , slugs use it to get a better reach up . the blue jays gather it up every time i put it out , i have no idea why . i much prefer the old mix .",2022-05-18,43,neutral,,,effective,,0.8572850227355957,,"('', '', 'effective', '', '')"
152,Garden,100236,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-19T00:00:00,2022,4,16,Havent used it yet. Check back in a month or...,Havent used it yet. Check back in a month or so.,organic reviews,7.97,3,0,0,0,No,havent used it yet. check back in a month or so.,2022-04-19,11,neutral,,,,,0.6599878668785095,other,"('', '', '', '', 'other')"
153,Garden,110622,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-05T00:00:00,2022,5,18,Havent seen any snails since I put it out....,Havent seen any snails since I put it out.,organic reviews,13.97,5,0,0,0,No,havent seen any snails since i put it out.,2022-05-05,9,negative,,,effective,,0.9816806316375732,,"('', '', 'effective', '', '')"
154,Garden,78125,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-03-23T00:00:00,2022,3,12,It kills slugs,The goal is to kill slugs ... this worked.,organic reviews,7.97,4,0,0,0,No,the goal is to kill slugs ... this worked.,2022-03-23,9,neutral,,efficient,effective,,0.9996602535247803,,"('', 'efficient', 'effective', '', '')"
155,Garden,2482,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2021-11-11T00:00:00,2021,11,45,Excellent product.,"Works very well in getting rid of snails, slugs.",organic reviews,7.48,5,0,0,0,No,"works very well in getting rid of snails, slugs.",2021-11-11,9,positive,,efficient,effective,,0.9991979598999023,,"('', 'efficient', 'effective', '', '')"
156,Garden,130148,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-05-15T00:00:00,2022,5,19,That the stuff really works,Not sure yet just put the product down in flower beds need to wait and see it really works,organic reviews,12.46,4,0,0,0,No,not sure yet just put the product down in flower beds need to wait and see it really works,2022-05-15,19,neutral,,,,,0.518511950969696,other,"('', '', '', '', 'other')"
157,Garden,5368,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-06-10T00:00:00,2021,6,23,Does not work,This product does not kill anything,organic reviews,11.96,1,0,0,0,No,this product does not kill anything,2021-06-10,6,negative,,efficient,,ease of use,0.9801129102706909,,"('', 'efficient', '', 'ease of use', '')"
158,Garden,131592,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-25T00:00:00,2022,5,21,My go to for slugs,This is what Ive used for years.  It really works great.,organic reviews,13.97,5,0,0,0,No,this is what ive used for years.  it really works great.,2022-05-25,12,positive,,efficient,effective,ease of use,0.9988862872123718,,"('', 'efficient', 'effective', 'ease of use', '')"
159,Garden,70027,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2021-12-16T00:00:00,2021,12,50,Gone,They were gone in a week,organic reviews,7.63,5,0,0,0,No,they were gone in a week,2021-12-16,6,negative,,efficient,effective,,0.9485554695129395,,"('', 'efficient', 'effective', '', '')"
160,Garden,75057,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-03-03T00:00:00,2022,3,9,I just spread it and do not know if its...,I just spread it and do not know if its working yet.,organic reviews,11.96,4,0,0,0,No,i just spread it and do not know if its working yet.,2022-03-03,12,negative,,,,,0.5373854637145996,other,"('', '', '', '', 'other')"
161,Garden,131594,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-05-14T00:00:00,2022,5,19,"Works just as effectively as the more expensive alternatives, but...","Works just as effectively as the more expensive alternatives, but at a much lower price.  Same results - dead slugs.",organic reviews,23.97,5,0,0,0,No,"works just as effectively as the more expensive alternatives, but at a much lower price.  same results - dead slugs.",2022-05-14,21,negative,cost,efficient,effective,ease of use,0.9969145059585571,,"('cost', 'efficient', 'effective', 'ease of use', '')"
162,Garden,100245,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-19T00:00:00,2022,4,16,"Carrys is a very good product, it is helping me...","Carrys is a very good product, it is helping me a lot keeping my special plants like cactus very healthy and other special plants.",organic reviews,23.97,4,0,0,0,No,"carrys is a very good product, it is helping me a lot keeping my special plants like cactus very healthy and other special plants.",2022-04-19,24,positive,,efficient,effective,,0.9984293580055237,,"('', 'efficient', 'effective', '', '')"
163,Garden,79109,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-01T00:00:00,2022,4,13,"Ive been using this for years, and it helps save...","Ive been using this for years, and it helps save my seedlings from mass destruction by slugs and snails, without pesticides.",organic reviews,23.97,5,0,0,0,No,"ive been using this for years, and it helps save my seedlings from mass destruction by slugs and snails, without pesticides.",2022-04-01,21,positive,,efficient,effective,ease of use,0.9983826279640198,,"('', 'efficient', 'effective', 'ease of use', '')"
164,Garden,68077,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-24T00:00:00,2021,6,25,Effective,"This product is awesome on moss. Works really well. This review was collected as part of a promotion, and the opinions are my own.",organic reviews,12.88,5,0,0,0,Yes,"this product is awesome on moss. works really well. this review was collected as part of a promotion, and the opinions are my own.",2021-06-24,24,positive,,efficient,effective,,0.9985607862472534,,"('', 'efficient', 'effective', '', '')"
